Transportadora;CIDADE ORIGEM;CIDADE DESTINO;UF;Até 10kg;Até 20kg;Até 30kg; Até 40kg ; Até 50kg ; Até 60kg ; Até 70kg ;Até 80kg;Até 90kg;Até 100kg;Até 150kg;TX Embarque;Frete Valor;Frete Peso; TX ADM ;GRIS; GRISS MINIMO ; TDE ; TAXA QUIMICO ; QTDE PRAÇA ;FRAÇÃO;MINIMO; Sigla Praça 
Expresso Princesa;CASTRO;SAO JOSE DOS PINHAIS;SC; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
DILSON RENATO;CHAPECO;LINDOIA DO SUL;SC; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 59,00 ; R$ 59,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;CONCORDIA;SC; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 59,00 ; R$ 59,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;PIRATUBA;SC; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 59,00 ; R$ 59,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ;;;0,50%;0,40000;;;;;;;;;
MENGUE;JOINVILLE;CACADOR;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;PORTO UNIAO;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,25%;0,55000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;CRICIUMA;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,30000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;ICARA;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,30000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;CANOINHAS;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;CHAPECO;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 36,00 ; R$ 36,00 ; R$ 42,00 ; R$ 42,00 ; R$ 49,00 ; R$ 49,00 ; R$ 49,00 ;;;0,10%;0,39000; R$ 2,80 ;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;TRES BARRAS;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;FRAIBURGO;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;TANGARA;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;OTACILIO COSTA;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;PAPANDUVA;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,30000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;ITAIOPOLIS;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,30000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;PINHEIRO PRETO;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;MONTE CASTELO;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;SANTA CECILIA;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;CAMPOS NOVOS;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
MENGUE;JOINVILLE;OTACILIO COSTA;SC; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,39000;;0,15%;2,50; R$ 180,00 ;;;;;
AGEX;ARAPONGAS;COLORADO;PR; R$ 28,89 ; R$ 31,29 ; R$ 31,29 ; R$ 36,11 ; R$ 36,11 ; R$ 38,52 ; R$ 38,52 ; R$ 48,15 ; R$ 48,15 ; R$ 48,15 ;;;0,30%;0,55000;;0,10%;;;;;;;
AGEX;ARAPONGAS;NOVA LONDRINA;PR; R$ 33,05 ; R$ 35,81 ; R$ 35,81 ; R$ 41,31 ; R$ 41,31 ; R$ 44,07 ; R$ 44,07 ; R$ 55,08 ; R$ 55,08 ; R$ 55,08 ;;;0,30%;0,50000;;0,10%;;;;;;;
ALFA;JOINVILLE;UNIAO DA VITORIA;PR; R$ 27,22 ; R$ 32,18 ; R$ 32,18 ; R$ 37,14 ;R$ 37,14; R$ 42,07 ; R$ 42,07 ; R$ 49,50 ; R$ 49,50 ; R$ 49,50 ; R$ 61,85 ; R$ 24,74 ;0,20%;0,33760; R$ 4,45 ;0,15%; R$ 3,35 ;;50%;;;;
TRANSVAPT;São José dos Pinhais;GUARAQUECABA;PR; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ; R$ 36,29 ;;;0,40%;0,21600;;0,03%; R$ 2,59 ;;;;;;
Expresso Princesa;ARAPONGAS;PONTA GROSSA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,5467;;0,10%;;;;;;;
EXPRESSO PRINCESA;SAO PAULO;JOINVILLE;SC; R$ 48,43 ; R$ 52,22 ; R$ 56,55 ; R$ 65,25 ; R$ 65,25 ; R$ 69,62 ; R$ 69,62 ; R$ 87,01 ; R$ 87,01 ; R$ 87,01 ;;;0,30%;0,87000;;0,10%;;;;;;;
Expresso Princesa;SAO PAULO;ARAPONGAS;PR; R$ 35,35 ; R$ 38,58 ; R$ 41,78 ; R$ 48,21 ; R$ 48,21 ; R$ 51,43 ; R$ 51,43 ; R$ 64,29 ; R$ 64,29 ; R$ 64,29 ;;;0,30%;0,64000;;0,10%;;;;;;;
ALFA;JOINVILLE;URUBICI;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
MENGUE;JOINVILLE;PORTO ALEGRE;RS; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ; R$ 32,00 ;;;0,10%;0,30000;;0,15%;2,50; R$ 180,00 ;;;;;
Expresso Princesa;SAO PAULO;CASCAVEL;PR; R$ 37,24 ; R$ 42,03 ; R$ 46,26 ; R$ 46,26 ; R$ 53,19 ; R$ 53,19 ; R$ 66,71 ; R$ 66,71 ; R$ 66,71 ; R$ 71,61 ;;;0,30%;0,72;;0,10%;;;;;;;
Expresso Princesa;JOINVILLE;CASCAVEL;PR; R$ 37,97 ; R$ 41,76 ; R$ 45,93 ; R$ 45,93 ; R$ 50,54 ; R$ 50,54 ; R$ 58,11 ; R$ 58,11 ; R$ 58,11 ; R$ 66,83 ;;;0,30%;0,67;;0,10%;;;;;;;
ALFA;PORTO ALEGRE;URUGUAIANA;RS; R$ 42,65 ; R$ 51,61 ; R$ 51,61 ; R$ 60,53 ; R$ 60,53 ; R$ 69,48 ; R$ 69,48 ; R$ 82,90 ; R$ 82,90 ; R$ 82,90 ; R$ 105,22 ; R$ 38,20 ;0,20%;0,55640; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;VARGEM BONITA;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;VENANCIO AIRES;RS; R$ 22,91 ; R$ 27,10 ; R$ 27,10 ; R$ 31,27 ; R$ 31,27 ; R$ 35,43 ; R$ 35,43 ; R$ 41,68 ; R$ 41,68 ; R$ 41,68 ; R$ 52,07 ; R$ 20,84 ;0,20%;0,28190; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;PORTO ALEGRE;VIAMAO;RS; R$ 20,62 ; R$ 24,38 ; R$ 24,38 ; R$ 28,13 ; R$ 28,13 ; R$ 31,88 ; R$ 31,88 ; R$ 37,53 ; R$ 37,53 ; R$ 37,53 ; R$ 46,88 ; R$ 18,75 ;0,20%;0,25380; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
Ouro Negro;JOINVILLE;NOVO HAMBURGO;RS; R$ 35,43 ; R$ 37,12 ; R$ 38,79 ; R$ 40,48 ; R$ 25,31 ;;;;;;;;0,25%;0,42090; R$ 3,27 ;;;;;;;;
Arlete;JOINVILLE;CANOAS;RS; R$ 42,75 ; R$ 43,60 ; R$ 44,47 ; R$ 44,47 ; R$ 46,69 ;;;;;;;;0,30%;1,50000;;0,25%; R$ 3,50 ; R$ 220,00 ;;;;;
Arlete;JOINVILLE;PORTO ALEGRE;RS; R$ 42,75 ; R$ 43,60 ; R$ 44,47 ; R$ 44,47 ; R$ 46,69 ;;;;;;;;0,30%;1,50000;;0,25%; R$ 3,50 ; R$ 220,00 ;;;;;
ACEVILLE;JOINVILLE;NOVA SANTA RITA;RS; R$ 33,43 ; R$ 33,43 ; R$ 38,35 ; R$ 38,35 ; R$ 50,14 ; R$ 50,14 ; R$ 62,93 ; R$ 62,93 ; R$ 62,93 ; R$ 62,93 ;; R$ 44,25 ;0,50%;;;0,15%;;;;;;;
ACEVILLE;JOINVILLE;CANOAS;RS; R$ 33,43 ; R$ 33,43 ; R$ 38,35 ; R$ 38,35 ; R$ 50,14 ; R$ 50,14 ; R$ 62,93 ; R$ 62,93 ; R$ 62,93 ; R$ 62,93 ;; R$ 44,25 ;0,50%;;;;;;;;;;
ACEVILLE;JOINVILLE;RIO GRANDE;RS; R$ 33,43 ; R$ 33,43 ; R$ 38,35 ; R$ 38,35 ; R$ 50,14 ; R$ 50,14 ; R$ 62,93 ; R$ 62,93 ; R$ 62,93 ; R$ 62,93 ;; R$ 44,25 ;0,50%;;;;;;;;;;
Arlete;JOINVILLE;MONTENEGRO;RS; R$ 42,75 ; R$ 43,60 ; R$ 44,47 ; R$ 44,47 ; R$ 46,69 ;;;;;;;;0,30%;1,50000;;0,25%; R$ 3,50 ; R$ 220,00 ;;;;;
Arlete;JOINVILLE;SANTA ROSA;RS; R$ 42,75 ; R$ 43,60 ; R$ 44,47 ; R$ 44,47 ; R$ 46,69 ;;;;;;;;0,30%;1,50000;;0,25%; R$ 3,50 ; R$ 220,00 ;;;;;
ALFA;JOINVILLE;VIDEIRA;SC; R$ 32,65 ; R$ 32,65 ; R$ 38,60 ; R$ 38,60 ;R$ 44,55; R$ 44,55 ; R$ 50,46 ; R$ 50,46 ; R$ 50,46 ; R$ 59,37 ; R$ 74,19 ; R$ 29,67 ;0,20%;0,40500; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;VITOR MEIRELES;SC; R$ 27,20 ; R$ 27,20 ; R$ 32,17 ; R$ 32,17 ;R$ 37,12; R$ 37,12 ; R$ 42,06 ; R$ 42,06 ; R$ 42,06 ; R$ 49,48 ; R$ 61,81 ; R$ 24,73 ;0,20%;0,33730; R$ 4,45 ;0,15%;3,35;;50%;;;;
DILSON RENATO;CHAPECO;PALMITOS;SC; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 49,00 ; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;TUNAPOLIS;SC; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 59,00 ; R$ 59,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ; R$ 65,00 ;;;0,50%;0,40000;;;;;;;;;
Expresso Princesa;JOINVILLE;ARAPONGAS;PR; r ; R$ 41,76 ; R$ 45,93 ; R$ 50,54 ; R$ 50,54 ; R$ 58,11 ; R$ 58,11 ; R$ 66,83 ; R$ 66,83 ; R$ 66,83 ;;;0,30%;0,67000;;0,10%;;;;;;;d 
Ouro Negro;JOINVILLE;PALHOCA;SC; R$ 37,70 ; R$ 43,99 ; R$ 56,55 ; R$ 62,83 ; R$ 62,83 ; R$ 62,83 ; R$ 65,97 ; R$ 65,97 ; R$ 65,97 ; R$ 72,26 ;;;0,30%;0,32026; R$ 5,10 ;;;;;;;;
Expresso Princesa;CASCAVEL;CANTAGALO;PR; R$ 31,54 ; R$ 34,99 ; R$ 37,46 ; R$ 34,46 ; R$ 40,59 ;;;;;;;;;;;;;;;;;;
Expresso Princesa;SAO PAULO;PORTO ALEGRE;RS; R$ 68,03 ; R$ 76,70 ; R$ 86,59 ; R$ 86,50 ; R$ 98,96 ; R$ 98,96 ; R$ 111,32 ; R$ 111,32 ; R$ 111,32 ; R$ 123,69 ;;;0,30%;0,45;;0,10%;;;;;;;
Ouro Negro;JOINVILLE;PORTO ALEGRE;RS; R$ 35,43 ; R$ 37,12 ; R$ 38,79 ; R$ 40,48 ; R$ 40,48 ;;;;;;;;0,25%;0,42091; R$ 3,27 ;;;;;;;;
Expresso Princesa;UMUARAMA;SAO JOSE DOS PINHAIS;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,76;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;PATO BRAGADO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;CHOPINZINHO;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
Expresso Princesa;CURITIBA;GUARAPUAVA;PR; R$ 31,86 ; R$ 34,76 ; R$ 37,66 ; R$ 43,47 ; R$ 43,47 ; R$ 46,36 ; R$ 43,36 ; R$ 57,93 ; R$ 57,93 ; R$ 57,93 ;;;0,30%;0,58000;;0,10%;;;;;;;
ALFA;Joinville;VITORIA;ES; R$ 91,23 ; R$ 110,48 ; R$ 110,48 ; R$ 129,67 ;R$ 129,67; R$ 148,91 ; R$ 148,91 ; R$ 177,69 ; R$ 177,69 ; R$ 177,69 ; R$ 225,73 ; R$ 81,64 ;0,20%;1,20490; R$ 4,45 ;0,15%;3,35;;50%;;;;
DILSON RENATO;CHAPECO;NOVA ERECHIM;SC; R$ 27,00 ; R$ 32,00 ; R$ 32,00 ; R$ 38,00 ; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;CAIBI;SC; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 49,00 ; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;CUNHATAI;SC; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 49,00 ; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;SAO CARLOS;SC; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 49,00 ; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;BANDEIRANTE;SC; R$ 32,00 ; R$ 38,00 ; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 49,00 ; R$ 49,00 ; R$ 49,00 ; R$ 49,00 ; R$ 49,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;CUNHA PORA;SC; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 49,00 ; R$ 49,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ; R$ 54,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;XAXIM;SC; R$ 27,00 ; R$ 32,00 ; R$ 32,00 ; R$ 38,00 ; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;Xanxere;SC; R$ 27,00 ; R$ 32,00 ; R$ 32,00 ; R$ 38,00 ; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;FAXINAL DOS GUEDES;SC; R$ 27,00 ; R$ 32,00 ; R$ 32,00 ; R$ 38,00 ; R$ 38,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ; R$ 43,00 ;;;0,50%;0,40000;;;;;;;;;
DILSON RENATO;CHAPECO;CAMPO ERE;SC;35;40;40; R$ 45,00 ; R$ 45,00 ; R$ 50,00 ; R$ 50,00 ;50;50;50;;;0,50%;0,40000;;;;;;;;;
ALFA;São José dos Pinhais;VITORIA;ES; R$ 79,93 ; R$ 96,89 ; R$ 96,89 ; R$ 113,85 ; R$ 113,85 ; R$ 130,83 ; R$ 130,83 ; R$ 156,27 ; R$ 156,27 ; R$ 156,27 ; R$ 198,70 ; R$ 71,43 ;0,20%;1,06460; R$ 4,45 ;0,15%;3,68;;;;;;
ALFA;JOINVILLE;VOTORANTIM;SP; R$ 37,62 ; R$ 45,06 ; R$ 45,06 ; R$ 52,47 ;R$ 52,47; R$ 59,88 ; R$ 59,88 ; R$ 71,05 ; R$ 71,05 ; R$ 71,05 ; R$ 89,61 ; R$ 33,89 ;0,20%;0,50680; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;PORTO ALEGRE;XANGRI-LA;RS; R$ 24,57 ; R$ 24,57 ; R$ 29,06 ; R$ 29,06 ; R$ 33,53 ; R$ 33,53 ; R$ 37,99 ; R$ 37,99 ; R$ 44,70 ; R$ 44,70 ; R$ 55,83 ; R$ 22,34 ;0,20%;0,25400; R$ 4,40 ;0,15%; R$ 3,64 ;;50%;;;;
ALFA;JOINVILLE;Xanxere;SC; R$ 31,98 ; R$ 38,16 ; R$ 38,16 ; R$ 44,36 ;R$ 44,36; R$ 50,52 ; R$ 50,52 ; R$ 59,80 ; R$ 59,80 ; R$ 59,80 ; R$ 75,26 ; R$ 28,87 ;0,20%;0,42190; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;XAVANTINA;SC; R$ 31,98 ; R$ 38,16 ; R$ 38,16 ; R$ 44,36 ;R$ 44,36; R$ 50,52 ; R$ 50,52 ; R$ 59,80 ; R$ 59,80 ; R$ 59,80 ; R$ 75,26 ; R$ 28,87 ;0,20%;0,42190; R$ 4,45 ;0,15%;3,35;;50%;;;;
ALFA;JOINVILLE;Xaxim;SC; R$ 33,89 ; R$ 40,45 ; R$ 40,45 ; R$ 47,02 ;R$ 47,02; R$ 53,55 ; R$ 53,55 ; R$ 63,39 ; R$ 63,39 ; R$ 63,39 ; R$ 79,78 ; R$ 30,60 ;0,20%;0,44720; R$ 4,45 ;0,15%;3,35;;50%;;;;
Ouro Negro;JOINVILLE;Curitibanos;SC; R$ 37,70 ; R$ 43,99 ; R$ 56,55 ; R$ 62,83 ; R$ 62,83 ; R$ 62,83 ; R$ 65,97 ; R$ 65,97 ; R$ 65,97 ; R$ 72,26 ;;;0,30%;0,32026; R$ 5,10 ;;;;;;;;
Ouro Negro;JOINVILLE;Canoas;RS; R$ 35,43 ; R$ 37,12 ; R$ 38,79 ; R$ 40,48 ; R$ 40,48 ;;;;;;;;0,25%;0,42091; R$ 3,27 ;;;;;;;;
Ouro Negro;Joinville;SAO MARTINHO;SC; R$ 22,70 ; R$ 24,58 ; R$ 26,48 ; R$ 26,48 ; R$ 28,39 ;;;;;;;;0,25%;0,284,27; R$ 3,27 ;;;;;;;;
Ouro Negro;Joinville;ARMAZEM;SC; R$ 22,70 ; R$ 24,58 ; R$ 26,48 ; R$ 26,48 ; R$ 28,39 ;;;;;;;;0,25%;0,284,27; R$ 3,27 ;;;;;;;;
Ouro Negro;Joinville;BALNEARIO BARRA DO SUL;SC; R$ 28,39 ; R$ 30,27 ; R$ 32,15 ; R$ 32,15 ; R$ 34,05 ;;;;;;;;0,25%;0,41728; R$ 3,27 ;;;;;;;;
A+ TRANSPORTES;São José dos Pinhais;COLOMBO;PR; R$ 40,00 ; R$ 40,00 ; R$ 40,00 ; R$ 40,00 ; R$ 40,00 ;;;;;;;;;0,40000;;;;;;;;;
SC TRANSPORTES;JOINVILLE;MAFRA;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;Imbituba;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;CONCORDIA;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,85%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;MORRO DA FUMACA;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;SALTO VELOSO;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;ZORTEA;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;SAO MARTINHO;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;FORQUILHINHA;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
SC TRANSPORTES;JOINVILLE;TUBARAO;SC; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ; R$ 46,00 ;;;3,08%;0,46200;;;;;;;;;
